dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,50.258743,9.295835,3.442828,2.732403,1.084287,-0.000000,3.414792
0.020000,50.205943,9.280925,3.497692,2.754089,1.084287,-0.000000,3.418835
0.020000,50.152787,9.265681,3.552991,2.775774,1.084287,0.000000,3.422892
0.020000,50.099277,9.250101,3.608723,2.797460,1.084287,0.000000,3.426960
0.020000,50.045415,9.234180,3.664889,2.819146,1.084287,0.000000,3.431038
0.020000,49.991203,9.217914,3.721489,2.840831,1.084287,-0.000000,3.435127
0.020000,49.936642,9.201300,3.778523,2.862517,1.084287,0.000000,3.439225
0.020000,49.881737,9.184335,3.835990,2.884203,1.084287,-0.000000,3.443331
0.020000,49.826487,9.167014,3.893891,2.905889,1.084287,0.000000,3.447444
0.020000,49.770896,9.149334,3.952225,2.927574,1.084287,-0.000000,3.451564
0.020000,49.714966,9.131293,4.010994,2.949260,1.084287,0.000000,3.455690
0.020000,49.658698,9.112885,4.070196,2.970946,1.084287,0.000000,3.459820
0.020000,49.602096,9.094109,4.129832,2.992632,1.084287,0.000000,3.463954
0.020000,49.545160,9.074961,4.189901,3.014317,1.084287,-0.000000,3.468091
0.020000,49.487893,9.055437,4.250404,3.036003,1.084287,0.000000,3.472230
0.020000,49.430298,9.035535,4.311341,3.057689,1.084287,0.000000,3.476370
0.020000,49.372377,9.015251,4.372712,3.079375,1.084287,0.000000,3.480510
0.020000,49.314131,8.994582,4.434516,3.101060,1.084287,-0.000000,3.484648
0.020000,49.255563,8.973526,4.496754,3.122746,1.084287,0.000000,3.488785
0.020000,49.196675,8.952080,4.559426,3.144432,1.084287,-0.000000,3.492919
0.020000,49.137469,8.930240,4.622532,3.166118,1.084287,0.000000,3.497049
0.020000,49.077948,8.908004,4.686071,3.187803,1.084287,-0.000000,3.501174
0.020000,49.018113,8.885370,4.750044,3.209489,1.084287,0.000000,3.505293
0.020000,48.957967,8.862334,4.814450,3.231175,1.084287,0.000000,3.509405
0.020000,48.897511,8.838895,4.879291,3.252860,1.084287,0.000000,3.513509
0.020000,48.836748,8.815050,4.944565,3.274546,1.084287,-0.000000,3.517605
0.020000,48.775681,8.790796,5.010273,3.296232,1.084287,0.000000,3.521690
0.020000,48.714310,8.766131,5.076414,3.317918,1.084287,0.000000,3.525764
0.020000,48.652639,8.741054,5.142989,3.339603,1.084287,-0.000000,3.529826
0.020000,48.590668,8.715562,5.209998,3.361289,1.084287,0.000000,3.533875
0.020000,48.528401,8.689653,5.277441,3.382975,1.084287,0.000000,3.537910
0.020000,48.465838,8.663325,5.345317,3.404661,1.084287,-0.000000,3.541929
0.020000,48.402983,8.636577,5.413627,3.426346,1.084287,-0.000000,3.545932
0.020000,48.339837,8.609406,5.482371,3.448032,1.084287,0.000000,3.549918
0.020000,48.276402,8.581811,5.551549,3.469718,1.084287,0.000000,3.553886
0.020000,48.212679,8.553791,5.621160,3.491404,1.084287,0.000000,3.557834
0.020000,48.148671,8.525344,5.691205,3.513089,1.084287,0.000000,3.561762
0.020000,48.084379,8.496469,5.761683,3.534775,1.084287,0.000000,3.565668
0.020000,48.019805,8.467164,5.832596,3.556461,1.084287,0.000000,3.569552
