dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,46.423659,6.427872,7.664940,4.075253,1.225549,0.123798,3.673211
0.020000,46.353369,6.386410,7.746547,4.080372,0.255944,-48.480258,3.675829
0.020000,46.283459,6.344930,7.827837,4.064494,-0.793926,-52.493459,3.678368
0.020000,46.213953,6.303453,7.908777,4.047012,-0.874073,-4.007372,3.680828
0.020000,46.144849,6.261990,7.989367,4.029469,-0.877149,-0.153785,3.683210
0.020000,46.076143,6.220546,8.069604,4.011865,-0.880202,-0.152646,3.685515
0.020000,46.007834,6.179130,8.149488,3.994201,-0.883230,-0.151428,3.687745
0.020000,45.939919,6.137748,8.229018,3.976476,-0.886233,-0.150145,3.689900
0.020000,45.872394,6.096409,8.308191,3.958692,-0.889209,-0.148809,3.691981
0.020000,45.805259,6.055118,8.387008,3.940849,-0.892158,-0.147433,3.693990
0.020000,45.738509,6.013883,8.465467,3.922947,-0.895079,-0.146029,3.695928
0.020000,45.672143,5.972711,8.543567,3.904988,-0.897971,-0.144606,3.697796
0.020000,45.606159,5.931608,8.621307,3.886971,-0.900834,-0.143175,3.699594
0.020000,45.540554,5.890580,8.698684,3.868897,-0.903705,-0.143554,3.701325
0.020000,45.475326,5.849633,8.775700,3.850761,-0.906780,-0.153762,3.702989
0.020000,45.410472,5.808774,8.852351,3.832575,-0.909286,-0.125282,3.704587
0.020000,45.345991,5.768008,8.928638,3.814335,-0.912032,-0.137281,3.706120
0.020000,45.281880,5.727342,9.004559,3.796040,-0.914750,-0.135910,3.707589
0.020000,45.218137,5.686781,9.080112,3.777683,-0.917851,-0.155035,3.708996
0.020000,45.154760,5.646330,9.155298,3.759279,-0.920201,-0.117496,3.710341
0.020000,45.091748,5.605995,9.230114,3.740824,-0.922754,-0.127693,3.711625
0.020000,45.029098,5.565780,9.304561,3.722307,-0.925838,-0.154168,3.712849
0.020000,44.966808,5.525692,9.378635,3.703746,-0.928042,-0.110217,3.714015
0.020000,44.904876,5.485735,9.452338,3.685131,-0.930738,-0.134791,3.715123
0.020000,44.843301,5.445914,9.525667,3.666463,-0.933410,-0.133583,3.716174
0.020000,44.782081,5.406234,9.598622,3.647749,-0.935696,-0.114299,3.717169
0.020000,44.721215,5.366698,9.671202,3.628980,-0.938483,-0.139369,3.718109
0.020000,44.660699,5.327313,9.743405,3.610166,-0.940684,-0.110057,3.718995
0.020000,44.600534,5.288081,9.815231,3.591300,-0.943303,-0.130934,3.719828
0.020000,44.540717,5.249008,9.886679,3.572386,-0.945674,-0.118576,3.720609
0.020000,44.481247,5.210098,9.957748,3.553428,-0.947914,-0.111989,3.721338
0.020000,44.422122,5.171353,10.028436,3.534415,-0.950635,-0.136039,3.722017
0.020000,44.363342,5.132780,10.098743,3.515362,-0.952645,-0.100501,3.722647
0.020000,44.304904,5.094380,10.168668,3.496262,-0.955000,-0.117739,3.723228
0.020000,44.246807,5.056158,10.238211,3.477113,-0.957497,-0.124871,3.723761
0.020000,44.189050,5.018118,10.307369,3.457921,-0.959591,-0.104721,3.724247
0.020000,44.131632,4.980263,10.376143,3.438684,-0.961831,-0.111995,3.724688
0.020000,44.074552,4.942597,10.444531,3.419403,-0.964068,-0.111837,3.725082
0.020000,44.017808,4.905122,10.512532,3.400077,-0.966292,-0.111196,3.725433
0.020000,43.961400,4.867842,10.580146,3.380707,-0.968499,-0.110356,3.725740
0.020000,43.905326,4.830760,10.647372,3.361295,-0.970587,-0.104398,3.726004
0.020000,43.849586,4.793879,10.714209,3.341841,-0.972722,-0.106730,3.726226
0.020000,43.794179,4.757202,10.780656,3.322344,-0.974832,-0.105525,3.726407
0.020000,43.739103,4.720732,10.846712,3.302806,-0.976920,-0.104372,3.726547
0.020000,43.684358,4.684472,10.912377,3.283226,-0.978985,-0.103271,3.726648
0.020000,43.629943,4.648424,10.977649,3.263605,-0.981030,-0.102222,3.726710
0.020000,43.575857,4.612591,11.042528,3.243944,-0.983054,-0.101224,3.726734
0.020000,43.522100,4.576975,11.107012,3.224243,-0.985060,-0.100279,3.726720
0.020000,43.468672,4.541579,11.171103,3.204502,-0.987047,-0.099384,3.726670
0.020000,43.415570,4.506405,11.234797,3.184722,-0.989018,-0.098540,3.726584
0.020000,43.362795,4.471455,11.298095,3.164903,-0.990944,-0.096303,3.726463
0.020000,43.310347,4.436732,11.360996,3.145045,-0.992880,-0.096790,3.726308
0.020000,43.258225,4.402237,11.423499,3.125149,-0.994807,-0.096353,3.726118
0.020000,43.206427,4.367974,11.485603,3.105215,-0.996715,-0.095411,3.725896
0.020000,43.154955,4.333943,11.547308,3.085243,-0.998603,-0.094369,3.725642
0.020000,43.103808,4.300146,11.608613,3.065236,-1.000352,-0.087492,3.725356
0.020000,43.052985,4.266586,11.669517,3.045189,-1.002320,-0.098399,3.725039
0.020000,43.002486,4.233263,11.730019,3.025106,-1.004181,-0.093020,3.724691
0.020000,42.952311,4.200181,11.790118,3.004990,-1.005803,-0.081108,3.724315
0.020000,42.902460,4.167340,11.849815,2.984834,-1.007791,-0.099412,3.723909
0.020000,42.852932,4.134742,11.909108,2.964643,-1.009528,-0.086835,3.723476
0.020000,42.803727,4.102388,11.967996,2.944419,-1.011199,-0.083579,3.723015
0.020000,42.754846,4.070280,12.026480,2.924156,-1.013155,-0.097770,3.722527
0.020000,42.706288,4.038419,12.084557,2.903864,-1.014607,-0.072594,3.722013
0.020000,42.658054,4.006807,12.142227,2.883531,-1.016658,-0.102546,3.721473
0.020000,42.610143,3.975445,12.199491,2.863170,-1.018052,-0.069700,3.720909
0.020000,42.562555,3.944333,12.256346,2.842770,-1.020011,-0.097951,3.720320
0.020000,42.515291,3.913473,12.312793,2.822338,-1.021571,-0.078026,3.719708
0.020000,42.468350,3.882867,12.368830,2.801875,-1.023189,-0.080897,3.719072
0.020000,42.421733,3.852514,12.424458,2.781373,-1.025070,-0.094067,3.718415
0.020000,42.375440,3.822416,12.479675,2.760845,-1.026429,-0.067931,3.717735
0.020000,42.329471,3.792575,12.534480,2.740281,-1.028190,-0.088058,3.717035
0.020000,42.283827,3.762990,12.588874,2.719682,-1.029923,-0.086617,3.716314
0.020000,42.238508,3.733662,12.642855,2.699052,-1.031495,-0.078616,3.715573
0.020000,42.193513,3.704593,12.696423,2.678396,-1.032798,-0.065135,3.714813
